Regulatory gene;Ortholog of the regulatory gene;Target gene;Ortholog of the target gene;Mode of regulation;Reference (PubMed)
pvdS (AL347_32895);pvdS;PA3225 (AL347_00395);PA3225;+;Homology from 25780925, 29729420
pvdS (AL347_32895);pvdS;pvdS (AL347_32895);pvdS;?;Homology from 25780925, 29729420
pvdS (AL347_32895);pvdS;exsA (AL347_04135);exsA;+;Homology from 25780925, 29729420
pvdS (AL347_32895);pvdS;toxR (AL347_10010);toxR;+;Homology from 25780925, 29729420
pvdS (AL347_32895);pvdS;cat (AL347_10015);cat;+;27242034*, 18974177*, 22587778
pvdS (AL347_32895);pvdS;grx (AL347_15300);grx;+;27242034*, 18974177*, 22587778
pvdS (AL347_32895);pvdS;imm2 (AL347_07400);imm2;?;27242034*, 18974177*, 22587778
pvdS (AL347_32895);pvdS;opmQ (AL347_33060);opmQ;+;27242034*, 18974177*, 22587778
pvdS (AL347_32895);pvdS;PA2393 (AL347_33050);PA2393;+;27242034*, 18974177*, 22587778
pvdS (AL347_32895);pvdS;PA3794 (AL347_23785);PA3794;?;27242034*, 18974177*, 22587778
pvdS (AL347_32895);pvdS;PA5190 (AL347_15680);PA5190;?;27242034*, 18974177*, 22587778
pvdS (AL347_32895);pvdS;piv (AL347_21810);prpL;+;27242034*, 18974177*, 22587778
pvdS (AL347_32895);pvdS;pvdE (AL347_33030);pvdE;+;27242034*, 18974177*, 22587778
pvdS (AL347_32895);pvdS;pvdF (AL347_33035);pvdF;+;27242034*, 18974177*, 22587778
pvdS (AL347_32895);pvdS;pvdG (AL347_32900);pvdG;+;27242034*, 18974177*, 22587778
pvdS (AL347_32895);pvdS;pvdN (AL347_33045);pvdN;+;27242034*, 18974177*, 22587778
pvdS (AL347_32895);pvdS;pvdL (AL347_32905);pvdL;+;27242034*, 18974177*, 22587778
pyeR (AL347_10615);pyeR;pyeR (AL347_10615);pyeR;+;22820840
pyeR (AL347_10615);pyeR;pyeM (AL347_10620);pyeM;+;22820840
pyeR (AL347_10615);pyeR;xenB (AL347_10625);xenB;+;22820840
qscR (AL347_03130);qscR;rsaL (AL347_05610);rsaL;-;18045385
qscR (AL347_03130);qscR;PA1300 (AL347_06610);PA1300 (hxuI);?;29729420
qscR (AL347_03130);qscR;PA1897 (AL347_03135);PA1897;+;27242034*, 18974177*, 22587778
qscR (AL347_03130);qscR;phzA2 (AL347_03125);phzA2;?;27242034*
qscR (AL347_03130);qscR;rubA1 (AL347_16515);rubA1;?;27242034*
qscR (AL347_03130);qscR;lasI (AL347_05605);lasI;?;27242034*
qscR (AL347_03130);qscR;phzF2 (AL347_03100);phzF2;?;27242034*
qscR (AL347_03130);qscR;phzB1 (AL347_21620);phzB1;?;27242034*
qscR (AL347_03130);qscR;phzB2 (AL347_03120);phzB2;?;27242034*
qscR (AL347_03130);qscR;hcnA (AL347_01585);hcnA;?;27242034*
qscR (AL347_03130);qscR;hcnC (AL347_01575);hcnC;?;27242034*
qscR (AL347_03130);qscR;hcnB (AL347_01580);hcnB;?;27242034*
qscR (AL347_03130);qscR;phzD1 (AL347_21610);phzD1;?;27242034*
qscR (AL347_03130);qscR;rhlI (AL347_25330);rhlI;?;27242034*
qscR (AL347_03130);qscR;phzA1 (AL347_21625);phzA1;?;27242034*
qscR (AL347_03130);qscR;lasB (AL347_24155);lasB;?;27242034*
qscR (AL347_03130);qscR;PA1896 (AL347_03140);PA1896;?;27242034*
qscR (AL347_03130);qscR;PA1895 (AL347_03145);PA1895;?;27242034*
qscR (AL347_03130);qscR;PA1894 (AL347_03150);PA1894;?;27242034*
qscR (AL347_03130);qscR;PA1893 (AL347_03155);PA1893;?;27242034*
qscR (AL347_03130);qscR;PA1892 (AL347_03160);PA1892;?;27242034*
qscR (AL347_03130);qscR;PA1891 (AL347_03165);PA1891;?;27242034*
qscR (AL347_03130);qscR;phzG2 (AL347_03095);phzG2;?;27242034*
qscR (AL347_03130);qscR;phzG1 (AL347_21595);phzG1;?;27242034*
qscR (AL347_03130);qscR;phzC1 (AL347_21615);phzC1;?;27242034*
qscR (AL347_03130);qscR;phzE1 (AL347_21605);phzE1;?;27242034*
rbsR (AL347_02870);rbsR;rbsB (AL347_02885);rbsB;-;27242034*
rbsR (AL347_02870);rbsR;rbsA (AL347_02880);rbsA;-;27242034*
rbsR (AL347_02870);rbsR;rbsC (AL347_02875);rbsC;-;27242034*
rbsR (AL347_02870);rbsR;rbsR (AL347_02870);rbsR;-;27242034*
rbsR (AL347_02870);rbsR;rbsK (AL347_02865);rbsK;-;27242034*
recA (AL347_24695);recA;recA (AL347_24695);recA;?;27242034*
rhlR (AL347_25325);rhlR;migA (AL347_10020);migA;+;11021926
rhlR (AL347_25325);rhlR;hcnA (AL347_01585);hcnA;+;11092854
rhlR (AL347_25325);rhlR;hcnB (AL347_01580);hcnB;+;11092854
rhlR (AL347_25325);rhlR;hcnC (AL347_01575);hcnC;+;11092854
rhlR (AL347_25325);rhlR;phzC1 (AL347_21615);phzC1;+;11544214
rhlR (AL347_25325);rhlR;phzD1 (AL347_21610);phzD1;+;11544214
rhlR (AL347_25325);rhlR;rpoS (AL347_24665);rpoS;-;15073294
rhlR (AL347_25325);rhlR;exoS (AL347_23535);exoS;-;15073294
rhlR (AL347_25325);rhlR;pqsA (AL347_08225);pqsA;-;16735731
rhlR (AL347_25325);rhlR;pqsB (AL347_08220);pqsB;-;16735731
rhlR (AL347_25325);rhlR;pqsC (AL347_08215);pqsC;-;16735731
rhlR (AL347_25325);rhlR;pqsD (AL347_08210);pqsD;-;16735731
rhlR (AL347_25325);rhlR;pqsE (AL347_08205);pqsE;-;16735731
rhlR (AL347_25325);rhlR;phzE1 (AL347_21605);phzE1;+;21614486
rhlR (AL347_25325);rhlR;rmlB (AL347_15530);rmlB;+;22262098
rhlR (AL347_25325);rhlR;rmlD (AL347_15535);rmlD;+;22262098
rhlR (AL347_25325);rhlR;rmlA (AL347_15540);rmlA;+;22262098
rhlR (AL347_25325);rhlR;rmlC (AL347_15545);rmlC;+;22262098
rhlR (AL347_25325);rhlR;mvfR (AL347_08190);mvfR;-;25225275
rhlR (AL347_25325);rhlR;PA0165 (AL347_18610);PA0165;?;31270321
rhlR (AL347_25325);rhlR;PA0883 (AL347_09080);PA0883;?;31270321
rhlR (AL347_25325);rhlR;PA1473 (AL347_05400);PA1473;?;31270321
rhlR (AL347_25325);rhlR;pchF (AL347_21545);pchF;?;31270321
rhlR (AL347_25325);rhlR;desB (AL347_14050);desB;?;31270321
rhlR (AL347_25325);rhlR;lecA (AL347_31780);lecA;+;32622078
rhlR (AL347_25325);rhlR;lecB (AL347_25945);lecB;+;32622078
rhlR (AL347_25325);rhlR;rhlI (AL347_25330);rhlI;+;32622078
rhlR (AL347_25325);rhlR;rhlA (AL347_25315);rhlA;+;32622078
rhlR (AL347_25325);rhlR;lasB (AL347_24155);lasB;+;32622078
rhlR (AL347_25325);rhlR;acp1 (AL347_03275);acp1;+;32715566
rhlR (AL347_25325);rhlR;phzG2 (AL347_03095);phzG2;+;32715566
rhlR (AL347_25325);rhlR;phzA1 (AL347_21625);phzA1;+;32715566
rhlR (AL347_25325);rhlR;phzB1 (AL347_21620);phzB1;+;32715566
rhlR (AL347_25325);rhlR;rhlB (AL347_25320);rhlB;+;32622078, 21719541
rhlR (AL347_25325);rhlR;rhlC (AL347_07505);rhlC;+;8051059, 32622078
rhlR (AL347_25325);rhlR;acpP (AL347_28040);acpP;+;27242034*, 18974177*, 22587778
rhlR (AL347_25325);rhlR;PA1869 (AL347_03275);PA1869;+;27242034*, 18974177*, 22587778
rhlR (AL347_25325);rhlR;phzF1 (AL347_21600);phzF1;+;27242034*, 18974177*, 22587778
rhlR (AL347_25325);rhlR;phzG1 (AL347_21595);phzG1;+;27242034*, 18974177*, 22587778
rhlR (AL347_25325);rhlR;rhlG (AL347_25795);rhlG;?;27242034*, 18974177*, 22587778
rhlR (AL347_25325);rhlR;rhlR (AL347_25325);rhlR;-;27242034*, 18974177*, 22587778
rhlR (AL347_25325);rhlR;xcpW (AL347_27350);xcpW;?;27242034*
rhlR (AL347_25325);rhlR;xcpV (AL347_27345);xcpV;?;27242034*
rhlR (AL347_25325);rhlR;xcpU (AL347_27340);xcpU;?;27242034*
rhlR (AL347_25325);rhlR;xcpT (AL347_27335);xcpT;?;27242034*
rhlR (AL347_25325);rhlR;xcpS (AL347_27330);xcpS;?;27242034*
rhlR (AL347_25325);rhlR;xcpR (AL347_27325);xcpR;?;27242034*
rhlR (AL347_25325);rhlR;xcpQ (AL347_27315);xcpQ;?;27242034*
rhlR (AL347_25325);rhlR;phzF2 (AL347_03100);phzF2;?;27242034*
rhlR (AL347_25325);rhlR;xcpZ (AL347_27365);xcpZ;?;27242034*
rhlR (AL347_25325);rhlR;xcpX (AL347_27355);xcpX;?;27242034*
rhlR (AL347_25325);rhlR;chiC (AL347_33525);chiC;?;27242034*
rhlR (AL347_25325);rhlR;PA0179 (AL347_18680);PA0179;?;27242034*
rhlR (AL347_25325);rhlR;lasA (AL347_03265);lasA;?;27242034*
rhlR (AL347_25325);rhlR;lasI (AL347_05605);lasI;?;27242034*
rhlR (AL347_25325);rhlR;xcpP (AL347_27320);xcpP;?;27242034*
rocA1 (AL347_22975);rocA1;cupB1 (AL347_22275);cupB1;+;11381121
rocA1 (AL347_22975);rocA1;cupC2 (AL347_08240);cupC2;-;15659157
rocA1 (AL347_22975);rocA1;cupC3 (AL347_08235);cupC3;-;15659157
rocA1 (AL347_22975);rocA1;cupB6 (AL347_22300);cupB6;+;15659157
rocA1 (AL347_22975);rocA1;cupB5 (AL347_22295);cupB5;+;15659157
rocA1 (AL347_22975);rocA1;cupB4 (AL347_22290);cupB4;+;15659157
rocA1 (AL347_22975);rocA1;cupB3 (AL347_22285);cupB3;+;15659157
rocA1 (AL347_22975);rocA1;cupB2 (AL347_22280);cupB2;+;15659157
rocA1 (AL347_22975);rocA1;cupC1 (AL347_08245);cupC1;-;27242034*, 18974177*, 22587778
rocA1 (AL347_22975);rocA1;rocR (AL347_22980);rocR;?;27242034*
rocA1 (AL347_22975);rocA1;rocS1 (AL347_22985);rocS1;?;27242034*
rocA1 (AL347_22975);rocA1;rocA1 (AL347_22975);rocA1;?;27242034*
roxR (AL347_11330);roxR;cyoA (AL347_06520);cyoA;+;19930444
roxR (AL347_11330);roxR;cyoB (AL347_06515);cyoB;+;19930444
roxR (AL347_11330);roxR;cyoC (AL347_06510);cyoC;+;19930444
roxR (AL347_11330);roxR;cyoD (AL347_06505);cyoD;+;19930444
roxR (AL347_11330);roxR;cyoE (AL347_06500);cyoE;+;19930444
roxR (AL347_11330);roxR;ccoP1 (AL347_04985);ccoP1;+;19930444
roxR (AL347_11330);roxR;ccoQ1 (AL347_04980);ccoQ1;+;19930444
roxR (AL347_11330);roxR;ccoO1 (AL347_04975);ccoO1;+;19930444
roxR (AL347_11330);roxR;ccoN1 (AL347_04970);ccoN1;+;19930444
roxR (AL347_11330);roxR;ccoP2 (AL347_04965);ccoP2;+;19930444
roxR (AL347_11330);roxR;ccoQ2 (AL347_04960);ccoQ2;+;19930444
roxR (AL347_11330);roxR;ccoO2 (AL347_04955);ccoO2;+;19930444
roxR (AL347_11330);roxR;ccoN2 (AL347_04950);ccoN2;+;19930444
roxR (AL347_11330);roxR;cioB (AL347_23070);cioB;+;19930444
roxR (AL347_11330);roxR;cioA (AL347_23065);cioA;+;19930444
roxR (AL347_11330);roxR;coxB (AL347_18300);coxB;-;19930444, 21833336
roxR (AL347_11330);roxR;coxA (AL347_18305);coxA;-;19930444, 21833336
roxR (AL347_11330);roxR;PA0107 (AL347_18310);PA0107;-;19930444, 21833336
roxR (AL347_11330);roxR;coIII (AL347_18315);coIII;-;19930444, 21833336
roxR (AL347_11330);roxR;roxR (AL347_11330);roxR;+;27242034*, 18974177*, 22587778
roxS (AL347_11335);roxS;cyoA (AL347_06520);cyoA;+;19930444
roxS (AL347_11335);roxS;cyoB (AL347_06515);cyoB;+;19930444
roxS (AL347_11335);roxS;cyoC (AL347_06510);cyoC;+;19930444
roxS (AL347_11335);roxS;cyoD (AL347_06505);cyoD;+;19930444
roxS (AL347_11335);roxS;cyoE (AL347_06500);cyoE;+;19930444
roxS (AL347_11335);roxS;ccoP1 (AL347_04985);ccoP1;+;19930444
roxS (AL347_11335);roxS;ccoQ1 (AL347_04980);ccoQ1;+;19930444
roxS (AL347_11335);roxS;ccoO1 (AL347_04975);ccoO1;+;19930444
roxS (AL347_11335);roxS;ccoN1 (AL347_04970);ccoN1;+;19930444
roxS (AL347_11335);roxS;ccoP2 (AL347_04965);ccoP2;+;19930444
roxS (AL347_11335);roxS;ccoQ2 (AL347_04960);ccoQ2;+;19930444
roxS (AL347_11335);roxS;ccoO2 (AL347_04955);ccoO2;+;19930444
roxS (AL347_11335);roxS;ccoN2 (AL347_04950);ccoN2;+;19930444
roxS (AL347_11335);roxS;cioB (AL347_23070);cioB;+;19930444
roxS (AL347_11335);roxS;cioA (AL347_23065);cioA;+;19930444
roxS (AL347_11335);roxS;coxB (AL347_18300);coxB;-;19930444, 21833336
roxS (AL347_11335);roxS;coxA (AL347_18305);coxA;-;19930444, 21833336
roxS (AL347_11335);roxS;PA0107 (AL347_18310);PA0107;-;19930444, 21833336
roxS (AL347_11335);roxS;coIII (AL347_18315);coIII;-;19930444, 21833336
rpoD (AL347_20760);rpoD;tonB1 (AL347_17475);tonB1;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5525 (AL347_17445);PA5525;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5524 (AL347_17440);PA5524;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5523 (AL347_17435);PA5523;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5522 (AL347_17430);PA5522 (pauA6);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5477 (AL347_17205);PA5477;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5473 (AL347_17180);PA5473;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5429 (AL347_16940);PA5429 (aspA);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5428 (AL347_16935);PA5428;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5421 (AL347_16895);PA5421 (fdhA);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5383 (AL347_16705);PA5383;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5382 (AL347_16700);PA5382;+;Homology from 25780925
rpoD (AL347_20760);rpoD;BetB (AL347_16650);BetB;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5331 (AL347_16410);PA5331 (pyrE);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5314 (AL347_16325);PA5314;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5313 (AL347_16320);PA5313 (gabT2, paaT);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5312 (AL347_16315);PA5312 (pauC, kauB);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5307 (AL347_16290);PA5307;+;Homology from 25780925
rpoD (AL347_20760);rpoD;dadA (AL347_16275);dadA;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5303 (AL347_16270);PA5303;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5301 (AL347_16260);PA5301 (pauR, ycjC);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5290 (AL347_16205);PA5290;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5289 (AL347_16200);PA5289;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5281 (AL347_16155);PA5281;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5280 (AL347_16150);PA5280 (xerC);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5279 (AL347_16145);PA5279;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5278 (AL347_16140);PA5278 (dapF);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5277 (AL347_16135);PA5277 (lysA);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5276 (AL347_16130);PA5276 (lppL);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5275 (AL347_16125);PA5275;+;Homology from 25780925
rpoD (AL347_20760);rpoD;algQ (AL347_16020);algQ;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5254 (AL347_16015);PA5254;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5244 (AL347_16015);PA5244;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5243 (AL347_15955);PA5243 (hemB);+;Homology from 25780925
rpoD (AL347_20760);rpoD;ppK (AL347_15950);ppK;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5241 (AL347_15945);PA5241 (ppx, gppA);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5240 (AL347_15940);PA5240 (trxA);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5238 (AL347_15930);PA5238;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5237 (AL347_15925);PA5237;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5236 (AL347_15920);PA5236;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5228 (AL347_15880);PA5228;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5227 (AL347_15870);PA5227;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5226 (AL347_15865);PA5226;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5225 (AL347_15860);PA5225;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5224 (AL347_15855);PA5224 (pepP);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5223 (AL347_15850);PA5223 (ubiH, visB);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5222 (AL347_15845);PA5222;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5221 (AL347_15840);PA5221;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5220 (AL347_15835);PA5220;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5219 (AL347_15830);PA5219;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5205 (AL347_15760);PA5205;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5195 (AL347_15710);PA5195;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5190 (AL347_15680);PA5190;+;Homology from 25780925
rpoD (AL347_20760);rpoD;rmlC (AL347_15545);rmlC;+;Homology from 25780925
rpoD (AL347_20760);rpoD;rmlA (AL347_15540);rmlA;+;Homology from 25780925
rpoD (AL347_20760);rpoD;rmlD (AL347_15535);rmlD;+;Homology from 25780925
rpoD (AL347_20760);rpoD;rmlB (AL347_15530);rmlB;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5130 (AL347_15305);PA5130;+;Homology from 25780925
rpoD (AL347_20760);rpoD;grx (AL347_15300);grx;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5128 (AL347_15295);PA5128 (secB);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5115 (AL347_15220);PA5115;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5080 (AL347_15050);PA5080;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5079 (AL347_15045);PA5079;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5071 (AL347_15005);PA5071;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5070 (AL347_15000);PA5070 (tatC, mttB, yigU);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5069 (AL347_14995);PA5069 (tatB, mttA, yigT);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5062 (AL347_14960);PA5062;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5029 (AL347_14790);PA5029;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5023 (AL347_14760);PA5023;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5022 (AL347_14755);PA5022;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5021 (AL347_14750);PA5021;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5019 (AL347_14735);PA5019;+;Homology from 25780925
rpoD (AL347_20760);rpoD;aceE (AL347_14705);aceE;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5014 (AL347_14700);PA5014 (glnE);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA5000 (AL347_14630);PA5000 (wapR);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4985 (AL347_14555);PA4985;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4963 (AL347_14440);PA4963;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4959 (AL347_14420);PA4959;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4958 (AL347_14415);PA4958 (fimW);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4957 (AL347_14405);PA4957 (psd);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4956 (AL347_14400);PA4956 (rhdA);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4952 (AL347_14380);PA4952;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4949 (AL347_14365);PA4949;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4948 (AL347_14360);PA4948;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4947 (AL347_14355);PA4947 (amiB);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4946 (AL347_14350);PA4946 (mutL);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4945 (AL347_14345);PA4945 (miaA);+;Homology from 25780925
rpoD (AL347_20760);rpoD;hfq (AL347_14340);hfq;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4943 (AL347_14335);PA4943;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4928 (AL347_14250);PA4928;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4913 (AL347_14175);PA4913;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4903 (AL347_14125);PA4903;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4902 (AL347_14120);PA4902;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4900 (AL347_14110);PA4900;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4899 (AL347_14105);PA4899;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4838 (AL347_13795);PA4838;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4837 (AL347_13790);PA4837 (cntO, zrmA);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4836 (AL347_13785);PA4836 (cntL, zrmB);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4835 (AL347_13780);PA4835 (cntM, zrmC);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4834 (AL347_13775);PA4834 (cntI, zrmD);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4833 (AL347_13770);PA4833;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4832 (AL347_13765);PA4832;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4828 (AL347_13745);PA4828;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4824 (AL347_13725);PA4824;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4823 (AL347_13720);PA4823;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4822 (AL347_13715);PA4822;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4821 (AL347_13705);PA4821;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4806 (AL347_13630);PA4806;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4765 (AL347_13420);PA4765 (omlA, oprX);+;Homology from 25780925
rpoD (AL347_20760);rpoD;fur (AL347_13415);fur;+;Homology from 25780925
rpoD (AL347_20760);rpoD;carA (AL347_13380);carA;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4757 (AL347_13375);PA4757;+;Homology from 25780925
rpoD (AL347_20760);rpoD;carB (AL347_13370);carB;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4747 (AL347_13325);PA4747 (secG);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4741 (AL347_13285);PA4741 (rpsO);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4734 (AL347_13245);PA4734;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4714 (AL347_13140);PA4714;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4697 (AL347_13055);PA4697;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4696 (AL347_13050);PA4696 (ilvI);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4695 (AL347_13045);PA4695 (ilvH);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4694 (AL347_13040);PA4694 (ilvC);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4693 (AL347_13035);PA4693 (pssA);+;Homology from 25780925
rpoD (AL347_20760);rpoD;chtA (AL347_12915);chtA;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4669 (AL347_12865);PA4669 (ipk, ychB);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4668 (AL347_12860);PA4668 (lolB);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4667 (AL347_12855);PA4667 (lbcA);+;Homology from 25780925
rpoD (AL347_20760);rpoD;hemA (AL347_12850);hemA;+;Homology from 25780925
rpoD (AL347_20760);rpoD;prfA (AL347_12845);prfA;+;Homology from 25780925
rpoD (AL347_20760);rpoD;hemK (AL347_12840);hemK;+;Homology from 25780925
rpoD (AL347_20760);rpoD;moeB (AL347_12835);moeB;+;Homology from 25780925
rpoD (AL347_20760);rpoD;murI (AL347_12830);murI;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4632 (AL347_12670);PA4632;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4594 (AL347_12460);PA4594;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4593 (AL347_12455);PA4593;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4592 (AL347_12450);PA4592;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4591 (AL347_12445);PA4591;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4590 (AL347_12440);PA4590 (pra);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4581 (AL347_12390);PA4581 (rtcR);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4569 (AL347_12330);PA4569 (ispB, cel);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4567 (AL347_12320);PA4567 (rpmA);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4566 (AL347_12315);PA4566 (obg);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4565 (AL347_12310);PA4565 (proB);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4564 (AL347_12305);PA4564;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4545 (AL347_12205);PA4545 (comL, ypiY);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4540 (AL347_11575);PA4540;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4524 (AL347_11490);PA4524 (nadC);+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4523 (AL347_11485);PA4523;+;Homology from 25780925
rpoD (AL347_20760);rpoD;PA4512 (AL347_11430);PA4512 (lpxO1);+;Homology from 25780925
rpoD (AL347_20760);rpoD;dppA3 (AL347_11365);dppA3;+;Homology from 25780925
